days,x,y,z,popval,m1,m2,m3,m4
1,4,7,0,1,0.886277364,0.886277364,0.886277364,0.886277364
1,4,7,1,1,0.864295668,0.864295668,0.864295668,0.864295668
1,4,7,2,1,0.806836828,0.806836828,0.806836828,0.806836828
1,4,7,3,1,0.80660543,0.80660543,0.80660543,0.80660543
1,5,0,0,1,0.896578966,0.896578966,0.896578966,0.896578966
1,5,0,1,1,0.864255374,0.864255374,0.864255374,0.864255374
1,5,0,2,1,0.880683239,0.880683239,0.880683239,0.880683239
1,5,0,3,1,0.850693295,0.850693295,0.850693295,0.850693295
1,5,1,0,1,0.897598422,0.897598422,0.897598422,0.897598422
1,5,1,1,1,0.822660134,0.822660134,0.822660134,0.822660134
1,5,1,2,1,0.890372762,0.890372762,0.890372762,0.890372762
1,5,1,3,1,0.814830864,0.814830864,0.814830864,0.814830864
1,5,2,0,1,0.812379961,0.812379961,0.812379961,0.812379961
1,5,2,1,1,0.826631029,0.826631029,0.826631029,0.826631029
1,5,2,2,1,0.814078505,0.814078505,0.814078505,0.814078505
1,5,2,3,1,0.850201952,0.850201952,0.850201952,0.850201952
1,5,3,0,1,0.84522794,0.84522794,0.84522794,0.84522794
1,5,3,1,1,0.879774253,0.879774253,0.879774253,0.879774253
1,5,3,2,1,0.856743218,0.856743218,0.856743218,0.856743218
1,5,3,3,1,0.887614052,0.887614052,0.887614052,0.887614052
1,5,4,0,1,0.855931207,0.855931207,0.855931207,0.855931207
1,5,4,1,1,0.867062112,0.867062112,0.867062112,0.867062112
1,5,4,2,1,0.845482766,0.845482766,0.845482766,0.845482766
1,5,4,3,1,0.82418952,0.82418952,0.82418952,0.82418952
1,5,5,0,1,0.855269602,0.855269602,0.855269602,0.855269602
1,5,5,1,1,0.817943706,0.817943706,0.817943706,0.817943706
1,5,5,2,1,0.827484986,0.827484986,0.827484986,0.827484986
1,5,5,3,1,0.896120033,0.896120033,0.896120033,0.896120033
1,5,6,0,1,0.853275648,0.853275648,0.853275648,0.853275648
1,5,6,1,1,0.887176727,0.887176727,0.887176727,0.887176727
1,5,6,2,1,0.3,0.5,0.7,0.6
1,5,6,3,1,0.3,0.5,0.7,0.6
1,5,7,0,1,0.817144056,0.817144056,0.817144056,0.817144056
1,5,7,1,1,0.830652071,0.830652071,0.830652071,0.830652071
1,5,7,2,1,0.3,0.5,0.7,0.6
1,5,7,3,1,0.3,0.5,0.7,0.6
1,6,0,0,1,0.890981397,0.890981397,0.890981397,0.890981397
1,6,0,1,1,0.887875352,0.887875352,0.887875352,0.887875352
1,6,0,2,1,0.847471673,0.847471673,0.847471673,0.847471673
1,6,0,3,1,0.896990056,0.896990056,0.896990056,0.896990056
1,6,1,0,1,0.857942482,0.857942482,0.857942482,0.857942482
1,6,1,1,1,0.866115536,0.866115536,0.866115536,0.866115536
1,6,1,2,1,0.869389481,0.869389481,0.869389481,0.869389481
1,6,1,3,1,0.828409972,0.828409972,0.828409972,0.828409972
1,6,2,0,1,0.82177382,0.82177382,0.82177382,0.82177382
1,6,2,1,1,0.847425625,0.847425625,0.847425625,0.847425625
1,6,2,2,1,0.865046169,0.865046169,0.865046169,0.865046169
1,6,2,3,1,0.84655634,0.84655634,0.84655634,0.84655634
1,6,3,0,1,0.877954245,0.877954245,0.877954245,0.877954245
1,6,3,1,1,0.820876849,0.820876849,0.820876849,0.820876849
1,6,3,2,1,0.878234713,0.878234713,0.878234713,0.878234713
1,6,3,3,1,0.812171939,0.812171939,0.812171939,0.812171939
1,6,4,0,1,0.813284799,0.813284799,0.813284799,0.813284799
1,6,4,1,1,0.868929421,0.868929421,0.868929421,0.868929421
1,6,4,2,1,0.80173893,0.80173893,0.80173893,0.80173893
1,6,4,3,1,0.875259099,0.875259099,0.875259099,0.875259099
1,6,5,0,1,0.853793506,0.853793506,0.853793506,0.853793506
1,6,5,1,1,0.871901369,0.871901369,0.871901369,0.871901369
1,6,5,2,1,0.3,0.5,0.7,0.6
1,6,5,3,1,0.3,0.5,0.7,0.6
1,6,6,0,1,0.811374404,0.811374404,0.811374404,0.811374404
1,6,6,1,1,0.3,0.5,0.7,0.6
1,6,6,2,0,0,0,0,0
1,6,6,3,0,0,0,0,0
1,6,7,0,1,0.893888172,0.893888172,0.893888172,0.893888172
1,6,7,1,1,0.3,0.5,0.7,0.6
1,6,7,2,0,0,0,0,0
1,6,7,3,0,0,0,0,0
1,7,0,0,1,0.819561865,0.819561865,0.819561865,0.819561865
1,7,0,1,1,0.895831383,0.895831383,0.895831383,0.895831383
1,7,0,2,1,0.850604419,0.850604419,0.850604419,0.850604419
1,7,0,3,1,0.865301209,0.865301209,0.865301209,0.865301209
1,7,1,0,1,0.837182589,0.837182589,0.837182589,0.837182589
1,7,1,1,1,0.852444165,0.852444165,0.852444165,0.852444165
1,7,1,2,1,0.827742973,0.827742973,0.827742973,0.827742973
1,7,1,3,1,0.827308582,0.827308582,0.827308582,0.827308582
1,7,2,0,1,0.874781414,0.874781414,0.874781414,0.874781414
1,7,2,1,1,0.884635954,0.884635954,0.884635954,0.884635954
1,7,2,2,1,0.818101305,0.818101305,0.818101305,0.818101305
1,7,2,3,1,0.833200143,0.833200143,0.833200143,0.833200143
1,7,3,0,1,0.829335499,0.829335499,0.829335499,0.829335499
1,7,3,1,1,0.812491024,0.812491024,0.812491024,0.812491024
1,7,3,2,1,0.839020519,0.839020519,0.839020519,0.839020519
1,7,3,3,1,0.89981335,0.89981335,0.89981335,0.89981335
1,7,4,0,1,0.864217937,0.864217937,0.864217937,0.864217937
1,7,4,1,1,0.823782282,0.823782282,0.823782282,0.823782282
1,7,4,2,1,0.890164724,0.890164724,0.890164724,0.890164724
1,7,4,3,1,0.801209518,0.801209518,0.801209518,0.801209518
1,7,5,0,1,0.829250388,0.829250388,0.829250388,0.829250388
1,7,5,1,1,0.807722908,0.807722908,0.807722908,0.807722908
1,7,5,2,1,0.3,0.5,0.7,0.6
1,7,5,3,1,0.3,0.5,0.7,0.6
1,7,6,0,1,0.807524351,0.807524351,0.807524351,0.807524351
1,7,6,1,1,0.3,0.5,0.7,0.6
1,7,6,2,0,0,0,0,0
1,7,6,3,0,0,0,0,0
1,7,7,0,1,0.887377449,0.887377449,0.887377449,0.887377449
1,7,7,1,1,0.3,0.5,0.7,0.6
1,7,7,2,0,0,0,0,0
1,7,7,3,0,0,0,0,0
2,0,0,0,1,0.829873441,0.829873441,0.829873441,0.829873441
2,0,0,1,1,0.866972946,0.866972946,0.866972946,0.866972946
2,0,0,2,1,0.861078317,0.861078317,0.861078317,0.861078317
2,0,0,3,1,0.886680006,0.886680006,0.886680006,0.886680006
2,0,1,0,1,0.808170903,0.808170903,0.808170903,0.808170903
2,0,1,1,1,0.820453466,0.820453466,0.820453466,0.820453466
2,0,1,2,1,0.836634452,0.836634452,0.836634452,0.836634452
2,0,1,3,1,0.842669068,0.842669068,0.842669068,0.842669068
2,0,2,0,1,0.810956285,0.810956285,0.810956285,0.810956285
2,0,2,1,1,0.844639897,0.844639897,0.844639897,0.844639897
2,0,2,2,1,0.858890753,0.858890753,0.858890753,0.858890753
2,0,2,3,1,0.815378034,0.815378034,0.815378034,0.815378034
2,0,3,0,1,0.838209559,0.838209559,0.838209559,0.838209559
2,0,3,1,1,0.825558172,0.825558172,0.825558172,0.825558172
2,0,3,2,1,0.898130142,0.898130142,0.898130142,0.898130142
2,0,3,3,1,0.883035583,0.883035583,0.883035583,0.883035583
2,0,4,0,1,0.85802759,0.85802759,0.85802759,0.85802759
2,0,4,1,1,0.871209833,0.871209833,0.871209833,0.871209833
2,0,4,2,1,0.855146027,0.855146027,0.855146027,0.855146027
2,0,4,3,1,0.855949335,0.855949335,0.855949335,0.855949335
2,0,5,0,1,0.882636511,0.882636511,0.882636511,0.882636511
2,0,5,1,1,0.880983666,0.880983666,0.880983666,0.880983666
2,0,5,2,1,0.824052774,0.824052774,0.824052774,0.824052774
2,0,5,3,1,0.817246227,0.817246227,0.817246227,0.817246227
2,0,6,0,1,0.858245475,0.858245475,0.858245475,0.858245475
2,0,6,1,1,0.819405438,0.819405438,0.819405438,0.819405438
2,0,6,2,1,0.874767947,0.874767947,0.874767947,0.874767947
2,0,6,3,1,0.86383125,0.86383125,0.86383125,0.86383125
2,0,7,0,1,0.853880897,0.853880897,0.853880897,0.853880897
2,0,7,1,1,0.888870037,0.888870037,0.888870037,0.888870037
2,0,7,2,1,0.821914191,0.821914191,0.821914191,0.821914191
2,0,7,3,1,0.883695022,0.883695022,0.883695022,0.883695022
2,1,0,0,1,0.806633342,0.806633342,0.806633342,0.806633342
2,1,0,1,1,0.866903952,0.866903952,0.866903952,0.866903952
2,1,0,2,1,0.841638261,0.841638261,0.841638261,0.841638261
2,1,0,3,1,0.847257913,0.847257913,0.847257913,0.847257913
2,1,1,0,1,0.832510855,0.832510855,0.832510855,0.832510855
2,1,1,1,1,0.840624291,0.840624291,0.840624291,0.840624291
2,1,1,2,1,0.873993662,0.873993662,0.873993662,0.873993662
2,1,1,3,1,0.89220675,0.89220675,0.89220675,0.89220675
2,1,2,0,1,0.878966902,0.878966902,0.878966902,0.878966902
2,1,2,1,1,0.848029261,0.848029261,0.848029261,0.848029261
2,1,2,2,1,0.866379142,0.866379142,0.866379142,0.866379142
2,1,2,3,1,0.855025627,0.855025627,0.855025627,0.855025627
2,1,3,0,1,0.89411177,0.89411177,0.89411177,0.89411177
2,1,3,1,1,0.810085969,0.810085969,0.810085969,0.810085969
2,1,3,2,1,0.88619346,0.88619346,0.88619346,0.88619346
2,1,3,3,1,0.841959209,0.841959209,0.841959209,0.841959209
2,1,4,0,1,0.840820971,0.840820971,0.840820971,0.840820971
2,1,4,1,1,0.847948519,0.847948519,0.847948519,0.847948519
2,1,4,2,1,0.840478722,0.840478722,0.840478722,0.840478722
2,1,4,3,1,0.829895754,0.829895754,0.829895754,0.829895754
2,1,5,0,1,0.878600281,0.878600281,0.878600281,0.878600281
2,1,5,1,1,0.820687391,0.820687391,0.820687391,0.820687391
2,1,5,2,1,0.843722333,0.843722333,0.843722333,0.843722333
2,1,5,3,1,0.863070596,0.863070596,0.863070596,0.863070596
2,1,6,0,1,0.804802422,0.804802422,0.804802422,0.804802422
2,1,6,1,1,0.874383056,0.874383056,0.874383056,0.874383056
2,1,6,2,1,0.856131591,0.856131591,0.856131591,0.856131591
2,1,6,3,1,0.8440895,0.8440895,0.8440895,0.8440895
2,1,7,0,1,0.891372633,0.891372633,0.891372633,0.891372633
2,1,7,1,1,0.834632058,0.834632058,0.834632058,0.834632058
2,1,7,2,1,0.84870397,0.84870397,0.84870397,0.84870397
2,1,7,3,1,0.850187177,0.850187177,0.850187177,0.850187177
2,2,0,0,1,0.89664527,0.89664527,0.89664527,0.89664527
2,2,0,1,1,0.899341703,0.899341703,0.899341703,0.899341703
2,2,0,2,1,0.807671993,0.807671993,0.807671993,0.807671993
2,2,0,3,1,0.856892061,0.856892061,0.856892061,0.856892061
2,2,1,0,1,0.888320638,0.888320638,0.888320638,0.888320638
2,2,1,1,1,0.875097882,0.875097882,0.875097882,0.875097882
2,2,1,2,1,0.849545682,0.849545682,0.849545682,0.849545682
2,2,1,3,1,0.811864264,0.811864264,0.811864264,0.811864264
2,2,2,0,1,0.847017522,0.847017522,0.847017522,0.847017522
2,2,2,1,1,0.804833604,0.804833604,0.804833604,0.804833604
2,2,2,2,1,0.890029,0.890029,0.890029,0.890029
2,2,2,3,1,0.899719867,0.899719867,0.899719867,0.899719867
2,2,3,0,1,0.894510839,0.894510839,0.894510839,0.894510839
2,2,3,1,1,0.850723755,0.850723755,0.850723755,0.850723755
2,2,3,2,1,0.852967562,0.852967562,0.852967562,0.852967562
2,2,3,3,1,0.820070506,0.820070506,0.820070506,0.820070506
2,2,4,0,1,0.866929349,0.866929349,0.866929349,0.866929349
2,2,4,1,1,0.870874435,0.870874435,0.870874435,0.870874435
2,2,4,2,1,0.839973005,0.839973005,0.839973005,0.839973005
2,2,4,3,1,0.856521135,0.856521135,0.856521135,0.856521135
2,2,5,0,1,0.859915125,0.859915125,0.859915125,0.859915125
2,2,5,1,1,0.829066974,0.829066974,0.829066974,0.829066974
2,2,5,2,1,0.879160123,0.879160123,0.879160123,0.879160123
2,2,5,3,1,0.84335912,0.84335912,0.84335912,0.84335912
2,2,6,0,1,0.843555592,0.843555592,0.843555592,0.843555592
2,2,6,1,1,0.885114322,0.885114322,0.885114322,0.885114322
2,2,6,2,1,0.849778454,0.849778454,0.849778454,0.849778454
2,2,6,3,1,0.844898313,0.844898313,0.844898313,0.844898313
2,2,7,0,1,0.816471829,0.816471829,0.816471829,0.816471829
2,2,7,1,1,0.87337007,0.87337007,0.87337007,0.87337007
2,2,7,2,1,0.889688353,0.889688353,0.889688353,0.889688353
2,2,7,3,1,0.830990372,0.830990372,0.830990372,0.830990372
2,3,0,0,1,0.816098472,0.816098472,0.816098472,0.816098472
2,3,0,1,1,0.885334712,0.885334712,0.885334712,0.885334712
2,3,0,2,1,0.871516972,0.871516972,0.871516972,0.871516972
2,3,0,3,1,0.834054938,0.834054938,0.834054938,0.834054938
2,3,1,0,1,0.858203515,0.858203515,0.858203515,0.858203515
2,3,1,1,1,0.861132045,0.861132045,0.861132045,0.861132045
2,3,1,2,1,0.867692295,0.867692295,0.867692295,0.867692295
2,3,1,3,1,0.826855591,0.826855591,0.826855591,0.826855591
2,3,2,0,1,0.879019181,0.879019181,0.879019181,0.879019181
2,3,2,1,1,0.879680261,0.879680261,0.879680261,0.879680261
2,3,2,2,1,0.842022379,0.842022379,0.842022379,0.842022379
2,3,2,3,1,0.803263466,0.803263466,0.803263466,0.803263466
2,3,3,0,1,0.843361427,0.843361427,0.843361427,0.843361427
2,3,3,1,1,0.824689509,0.824689509,0.824689509,0.824689509
2,3,3,2,1,0.871339862,0.871339862,0.871339862,0.871339862
2,3,3,3,1,0.865801995,0.865801995,0.865801995,0.865801995
2,3,4,0,1,0.895004918,0.895004918,0.895004918,0.895004918
2,3,4,1,1,0.835308675,0.835308675,0.835308675,0.835308675
2,3,4,2,1,0.882331973,0.882331973,0.882331973,0.882331973
2,3,4,3,1,0.823320075,0.823320075,0.823320075,0.823320075
2,3,5,0,1,0.854052785,0.854052785,0.854052785,0.854052785
2,3,5,1,1,0.88406674,0.88406674,0.88406674,0.88406674
2,3,5,2,1,0.838768461,0.838768461,0.838768461,0.838768461
2,3,5,3,1,0.831098089,0.831098089,0.831098089,0.831098089
2,3,6,0,1,0.873625909,0.873625909,0.873625909,0.873625909
2,3,6,1,1,0.879532827,0.879532827,0.879532827,0.879532827
2,3,6,2,1,0.888923912,0.888923912,0.888923912,0.888923912
2,3,6,3,1,0.873197335,0.873197335,0.873197335,0.873197335
2,3,7,0,1,0.810418515,0.810418515,0.810418515,0.810418515
2,3,7,1,1,0.881081944,0.881081944,0.881081944,0.881081944
2,3,7,2,1,0.871620514,0.871620514,0.871620514,0.871620514
2,3,7,3,1,0.897617313,0.897617313,0.897617313,0.897617313
2,4,0,0,1,0.813567125,0.813567125,0.813567125,0.813567125
2,4,0,1,1,0.806695214,0.806695214,0.806695214,0.806695214
2,4,0,2,1,0.843702309,0.843702309,0.843702309,0.843702309
2,4,0,3,1,0.805516536,0.805516536,0.805516536,0.805516536
2,4,1,0,1,0.811079333,0.811079333,0.811079333,0.811079333
2,4,1,1,1,0.860310003,0.860310003,0.860310003,0.860310003
2,4,1,2,1,0.870265092,0.870265092,0.870265092,0.870265092
2,4,1,3,1,0.841741578,0.841741578,0.841741578,0.841741578
2,4,2,0,1,0.801956684,0.801956684,0.801956684,0.801956684
2,4,2,1,1,0.897058905,0.897058905,0.897058905,0.897058905
2,4,2,2,1,0.88190391,0.88190391,0.88190391,0.88190391
2,4,2,3,1,0.863610503,0.863610503,0.863610503,0.863610503
2,4,3,0,1,0.893948481,0.893948481,0.893948481,0.893948481
2,4,3,1,1,0.894525596,0.894525596,0.894525596,0.894525596
2,4,3,2,1,0.843018343,0.843018343,0.843018343,0.843018343
2,4,3,3,1,0.846184395,0.846184395,0.846184395,0.846184395
2,4,4,0,1,0.824455324,0.824455324,0.824455324,0.824455324
2,4,4,1,1,0.87769529,0.87769529,0.87769529,0.87769529
2,4,4,2,1,0.886527091,0.886527091,0.886527091,0.886527091
2,4,4,3,1,0.815764152,0.815764152,0.815764152,0.815764152
2,4,5,0,1,0.816033769,0.816033769,0.816033769,0.816033769
2,4,5,1,1,0.872339923,0.872339923,0.872339923,0.872339923
2,4,5,2,1,0.899810399,0.899810399,0.899810399,0.899810399
2,4,5,3,1,0.860676041,0.860676041,0.860676041,0.860676041
2,4,6,0,1,0.877296177,0.877296177,0.877296177,0.877296177
2,4,6,1,1,0.845805555,0.845805555,0.845805555,0.845805555
2,4,6,2,1,0.82106734,0.82106734,0.82106734,0.82106734
2,4,6,3,1,0.860359334,0.860359334,0.860359334,0.860359334
2,4,7,0,1,0.886277364,0.886277364,0.886277364,0.886277364
2,4,7,1,1,0.864295668,0.864295668,0.864295668,0.864295668
2,4,7,2,1,0.806836828,0.806836828,0.806836828,0.806836828
2,4,7,3,1,0.80660543,0.80660543,0.80660543,0.80660543
2,5,0,0,1,0.896578966,0.896578966,0.896578966,0.896578966
